user,activity,timestamp_start,timestamp_end
1,5,5899442334000,5904372327000
1,5,5903202344000,5908132337000
1,5,5906932203000,5911882306000
1,5,5910682325000,5915652326000
1,5,5914432325000,5919402326000
1,5,5918202344000,5923142347000
1,5,5921922345000,5926902326000
1,5,5925702344000,5930632337000
1,5,5929422345000,5934382337000
1,5,5933182325000,5938132337000
1,5,5936932325000,5941882337000
1,5,5940682325000,5945652326000
1,5,5944452314000,5949402326000
1,5,5948202344000,5953132306000
1,5,5951932325000,5956902295000
1,5,5955702314000,5960622327000
1,5,5959422345000,5964382337000
1,5,5963182325000,5968132337000
1,5,5966932264000,5971902326000
1,1,5998942304000,6003852369000
1,1,6002692334000,6007642316000
1,1,6006432325000,6011392347000
1,1,6010192334000,6015142316000
1,1,6013922345000,6018892347000
1,1,6017692304000,6022622327000
1,1,6021422345000,6026372236000
1,1,6025192334000,6030132337000
1,1,6028942304000,6033892316000
1,1,6032692334000,6037602338000
1,1,6036402326000,6041382337000
1,1,6040182325000,6045102338000
1,1,6043932325000,6048882306000
1,1,6047642316000,6052602338000
1,1,6051432325000,6056382367000
1,1,6055192304000,6060142316000
1,1,6058942365000,6063892316000
1,1,6062672345000,6067622327000
1,1,6066422345000,6071372358000
1,1,6070142316000,6075132367000
1,1,6073932325000,6078892347000
1,1,6077682325000,6082632337000
1,1,6081432325000,6086382306000
1,1,6085182325000,6090142316000
1,1,6088942304000,6093872358000
1,1,6092672345000,6097632337000
1,1,6096402326000,6101382337000
1,1,6100172345000,6105122327000
1,1,6103922345000,6108872327000
1,1,6107692304000,6112642316000
1,1,6111442304000,6116372327000
1,1,6115192334000,6120142316000
1,1,6118922345000,6123852338000
1,1,6122652326000,6127642316000
1,1,6126432325000,6131392316000
1,1,6130192304000,6135122327000
1,1,6133922345000,6138852338000
1,1,6137692304000,6142642316000
1,1,6141442304000,6146392316000
1,1,6145192304000,6150102338000
1,1,6148902326000,6153892316000
1,1,6152692304000,6157622297000
1,1,6156412366000,6161392316000
1,1,6160192304000,6165122297000
1,1,6163942334000,6168892316000
1,1,6167692304000,6172622449000
1,1,6171422376000,6176352338000
1,1,6175192273000,6180132337000
1,1,6178932325000,6183872327000
1,1,6182652326000,6187612287000
1,1,6186442304000,6191353193000
1,1,6190172345000,6195102338000
1,1,6193942304000,6198892316000
1,1,6197652326000,6202632367000
1,1,6201402326000,6206372327000
1,1,6205182325000,6210122327000
1,1,6208942304000,6213892255000
1,1,6212672315000,6217622327000
1,1,6216422345000,6221372327000
1,1,6220182294000,6225122327000
1,1,6223902326000,6228892316000
1,1,6227672345000,6232602338000
1,1,6231402326000,6236382337000
1,1,6235172315000,6240142316000
1,1,6238942304000,6243852369000
1,1,6242672254000,6247642347000
1,1,6246432325000,6251392316000
1,1,6250172376000,6255122327000
1,1,6253912641000,6258842298000
1,1,6257692304000,6262622327000
1,1,6261444288000,6266382337000
1,1,6265182325000,6270132337000
1,1,6268932233000,6273882337000
1,1,6272672315000,6277642316000
1,1,6276442304000,6281352338000
1,1,6280162305000,6285132337000
1,1,6283932325000,6288892286000
1,1,6287682325000,6292602369000
1,1,6291442304000,6296352338000
1,4,6489712323000,6494672345000
1,4,6493472333000,6498422345000
1,4,6497222333000,6502162336000
1,4,6500952344000,6505922315000
1,4,6504722364000,6509642347000
1,4,6508472333000,6513402326000
1,4,6512202344000,6517152326000
1,4,6515952344000,6520922345000
1,4,6519722333000,6524642347000
1,4,6523472333000,6528422315000
1,4,6527222333000,6532142347000
1,0,6555142316000,6560062360000
1,0,6558852338000,6563822339000
1,0,6562622327000,6567552320000
1,0,6566352338000,6571322339000
1,0,6570122327000,6575092298000
1,0,6573892316000,6578822339000
1,0,6577622327000,6582592328000
1,0,6581392316000,6586302320000
1,4,6610392377000,6615332319000
1,4,6614132306000,6619102338000
1,4,6617902295000,6622832349000
1,4,6621632306000,6626602338000
1,4,6625402295000,6630332349000
1,4,6629152295000,6634102308000
1,4,6632902295000,6637832349000
1,4,6636652295000,6641602308000
1,0,6658332349000,6663302320000
1,0,6662102277000,6667062330000
1,0,6665862348000,6670792341000
1,0,6669612348000,6674572309000
1,0,6673352369000,6678322339000
1,0,6677122297000,6682062330000
1,0,6680862348000,6685822309000
1,0,6684622297000,6689552320000
1,4,6708862348000,6713832319000
1,4,6712632306000,6717582319000
1,4,6716382306000,6721312330000
1,4,6720092328000,6725082319000
1,4,6723872327000,6728832319000
1,4,6727632306000,6732572309000
1,4,6731372327000,6736332319000
1,4,6735132306000,6740042341000
1,4,6738842328000,6743832319000
1,0,6760072339000,6764992322000
1,0,6763822431000,6768742322000
1,0,6767542341000,6772512342000
1,0,6771312360000,6776242353000
1,0,6775042341000,6779992292000
1,0,6778802320000,6783772290000
1,0,6782562330000,6787522321000
1,0,6786322339000,6791252362000
1,0,6790042341000,6795012342000
1,4,6811833081000,6816802594000
1,4,6815602277000,6820552259000
1,4,6819352338000,6824302289000
1,4,6823102338000,6828072339000
1,4,6826872388000,6831802320000
1,4,6830602338000,6835572339000
1,4,6834372358000,6839292341000
1,4,6838122327000,6843052320000
1,4,6841842328000,6846812330000
1,0,6859202344000,6864172345000
1,0,6862972333000,6867942304000
1,0,6866742292000,6871672345000
1,0,6870452344000,6875442304000
1,0,6874222333000,6879172345000
1,0,6877972364000,6882902326000
1,0,6881702344000,6886672345000
1,0,6885462323000,6890432325000
1,0,6889222364000,6894182325000
2,5,7982372327000,7987352338000
2,5,7986152326000,7991082349000
2,5,7989872327000,7994852338000
2,5,7993652326000,7998572339000
2,5,7997372327000,8002332349000
2,5,8001132337000,8006082349000
2,5,8004882337000,8009852338000
2,5,8008652326000,8013572339000
2,5,8012372327000,8017332349000
2,5,8016132337000,8021082349000
2,5,8019882337000,8024852338000
2,5,8023632337000,8028602338000
2,5,8027402326000,8032352338000
2,5,8031132337000,8036072339000
2,5,8034902326000,8039882123000
2,5,8038622327000,8043582349000
2,5,8042382337000,8047332319000
2,5,8046132337000,8051102338000
2,5,8049902326000,8054822339000
2,5,8053622358000,8058602338000
2,5,8057402326000,8062322339000
2,5,8061122327000,8066082349000
2,5,8064882337000,8069832380000
2,5,8068632337000,8073602338000
2,5,8072402357000,8077322339000
2,5,8076152326000,8081102369000
2,5,8079892408000,8084822309000
2,5,8083652326000,8088602338000
2,5,8087382337000,8092352308000
2,5,8091152326000,8096082349000
2,5,8094872327000,8099822339000
2,5,8098632337000,8103582349000
2,5,8102382337000,8107352338000
2,5,8106152326000,8111072339000
2,5,8109872571000,8114832349000
2,5,8113632337000,8118582349000
2,5,8117382337000,8122352338000
2,5,8121152326000,8126072339000
2,5,8124872327000,8129832349000
2,5,8128632337000,8133582349000
2,5,8132372327000,8137352338000
2,5,8136152326000,8141072339000
2,5,8139902326000,8144832349000
2,5,8143632245000,8148582319000
2,5,8147382337000,8152352338000
2,5,8151132337000,8156102338000
2,5,8154902295000,8159832380000
2,5,8158622327000,8163582349000
2,5,8162382337000,8167332349000
2,5,8166132337000,8171102338000
2,5,8169902326000,8174822339000
2,5,8173622327000,8178602338000
2,5,8177402326000,8182332349000
2,5,8181132337000,8186102338000
2,5,8184902326000,8189822339000
2,5,8188622297000,8193582349000
2,5,8192382337000,8197332349000
2,5,8196132337000,8201072339000
2,5,8199902326000,8204822339000
2,5,8203622327000,8208582349000
2,5,8207372358000,8212332349000
2,5,8211132337000,8216102338000
2,5,8214882337000,8219832349000
2,5,8218652295000,8223612287000
2,5,8222402326000,8227322339000
2,5,8226122327000,8231092328000
2,5,8229882337000,8234822339000
2,5,8233622327000,8238582349000
2,5,8237382337000,8242352338000
2,5,8241152326000,8246072339000
2,5,8244872327000,8249832349000
2,5,8248632337000,8253572309000
2,5,8252360181000,8257332349000
2,5,8256132337000,8261092328000
2,1,8796362348000,8801342328000
2,1,8800122327000,8805092328000
2,1,8803892591000,8808812330000
2,1,8807612348000,8812562330000
2,1,8811372327000,8816322339000
2,1,8815122327000,8820092328000
2,1,8818892347000,8823812330000
2,1,8822612348000,8827592328000
2,1,8826392347000,8831312330000
2,1,8830142347000,8835082349000
2,1,8833882337000,8838800397000
2,1,8837632337000,8842592328000
2,1,8841372327000,8846342328000
2,1,8845142377000,8850062360000
2,1,8848862348000,8853832380000
2,1,8852632337000,8857562360000
2,1,8856362348000,8861322339000
2,1,8860122327000,8865072339000
2,1,8863872358000,8868842328000
2,1,8867642347000,8872582349000
2,1,8871392347000,8876312330000
2,1,8875142347000,8880062330000
2,1,8878862348000,8883822339000
2,1,8882612348000,8887572339000
2,1,8886372327000,8891342237000
2,1,8890122327000,8895092359000
2,1,8893892347000,8898812330000
2,1,8897612348000,8902572248000
2,1,8901362378000,8906332349000
2,1,8905112348000,8910072400000
2,1,8908852247000,8913812330000
2,1,8912600355000,8917592328000
2,1,8916392347000,8921312330000
2,1,8920142347000,8925082349000
2,1,8923872114000,8928832258000
2,1,8927632337000,8932562330000
2,1,8931372327000,8936322339000
2,1,8935112348000,8940092328000
2,1,8938872388000,8943832349000
2,1,8942612348000,8947572339000
2,1,8946352247000,8951312360000
2,1,8950112348000,8955072339000
2,1,8953872327000,8958842328000
2,1,8957642347000,8962562330000
2,1,8961362348000,8966312299000
2,1,8965142347000,8970062330000
2,1,8968872327000,8973842328000
2,1,8972642347000,8977592298000
2,1,8976382306000,8981332349000
2,1,8980142347000,8985062330000
2,1,8983862348000,8988842298000
2,1,8987622327000,8992562330000
2,1,8991382337000,8996312330000
2,1,8995122327000,9000092298000
2,1,8998882368000,9003812360000
2,1,9002612378000,9007592328000
2,1,9006392347000,9011322370000
2,1,9010122358000,9015072309000
2,1,9013892377000,9018822339000
2,1,9017612348000,9022562330000
2,1,9021392347000,9026322339000
2,1,9025112348000,9030072339000
2,1,9028852308000,9033842328000
2,1,9032622327000,9037582349000
2,1,9036362348000,9041322339000
2,1,9040142347000,9045053754000
2,1,9043882337000,9048842328000
2,1,9047642347000,9052582349000
2,1,9051372327000,9056322339000
2,1,9055112348000,9060062330000
2,1,9058862348000,9063812330000
2,1,9062642347000,9067572370000
2,5,9709032300000,9714002546000
2,5,9712802289000,9717712507000
2,5,9716552289000,9721482343000
2,5,9720282331000,9725252302000
2,5,9724052289000,9728992292000
2,5,9727792310000,9732752302000
2,5,9731542341000,9736502302000
2,5,9735302289000,9740232343000
2,5,9739032331000,9744002698000
2,5,9742802289000,9747752302000
2,5,9746532331000,9751502302000
2,5,9750302289000,9755252302000
2,5,9754052289000,9758982374000
2,5,9757782331000,9762752302000
2,5,9761532331000,9766482374000
2,5,9765302289000,9770252332000
2,5,9769052320000,9773982374000
2,5,9772782331000,9777712873000
2,5,9776532331000,9781482343000
2,5,9780282361000,9785252302000
2,5,9784052289000,9788982343000
2,5,9787782331000,9792752302000
2,5,9791542341000,9796502302000
2,5,9795302289000,9800232343000
2,5,9799032300000,9804002759000
2,5,9802802289000,9807732343000
2,5,9806552289000,9811482343000
2,5,9810282331000,9815252302000
2,5,9814052289000,9819002332000
2,5,9817802320000,9822752302000
2,5,9821552289000,9826502302000
2,5,9825302289000,9830242322000
2,5,9829042341000,9834002607000
2,5,9832802289000,9837732313000
2,5,9836552289000,9841492322000
2,5,9840292310000,9845252302000
2,5,9844052289000,9848982374000
2,5,9847782331000,9852752302000
2,5,9851552320000,9856502302000
2,5,9855302289000,9860232374000
2,5,9859032361000,9864002912000
2,5,9862802289000,9867732343000
2,5,9866502302000,9871502363000
2,5,9870282331000,9875252302000
2,5,9874052289000,9878982374000
2,5,9877782300000,9882752302000
2,5,9881552259000,9886502271000
2,5,9885252302000,9890252332000
2,5,9889052320000,9893982313000
2,5,9892782300000,9897742322000
2,5,9896542341000,9901502302000
2,5,9900292341000,9905252332000
2,5,9904052350000,9908982374000
2,5,9907782300000,9912752302000
2,5,9911552289000,9916482313000
2,5,9915302289000,9920232343000
2,5,9919032331000,9924002759000
2,5,9922802289000,9927682325000
2,5,9926532300000,9931502302000
2,5,9930302228000,9935252485000
2,5,9934052289000,9938982313000
2,5,9937782300000,9942752302000
2,5,9941552289000,9946482313000
2,5,9945302289000,9950252302000
2,5,9949032331000,9953982343000
2,5,9952782270000,9957742322000
2,5,9956542310000,9961502302000
2,5,9960302289000,9965252302000
2,5,9964052289000,9968982374000
2,5,9967782331000,9972752332000
2,5,9971552289000,9976482343000
2,5,9975302289000,9980252332000
2,5,9979052289000,9984002790000
2,5,9982802350000,9987732313000
2,5,9986532300000,9991502302000
2,5,9990282331000,9995252271000
2,5,9994052289000,9998982374000
2,5,9997782331000,10002752302000
2,5,10001552320000,10006482343000
2,5,10005302289000,10010232374000
2,1,10065642347000,10070572339000
2,1,10069362714000,10074312330000
2,1,10073112317000,10078072339000
2,1,10076872327000,10081842328000
2,1,10080642377000,10085592328000
2,1,10084362348000,10089312330000
2,1,10088142347000,10093062299000
2,1,10091862348000,10096822339000
2,1,10095622327000,10100592328000
2,1,10099392347000,10104312330000
2,1,10103142377000,10108062330000
2,1,10106862348000,10111842328000
2,1,10110642347000,10115572339000
2,1,10114352277000,10119322370000
2,1,10118122358000,10123062330000
2,1,10121862379000,10126822370000
2,1,10125622358000,10130562330000
2,1,10129372327000,10134312635000
2,1,10133112348000,10138072339000
2,1,10136872358000,10141842298000
2,1,10140642347000,10145572339000
2,1,10144392347000,10149322339000
2,1,10148122327000,10153092328000
2,1,10151892347000,10156842328000
2,1,10155642347000,10160602308000
2,1,10159392347000,10164312330000
2,1,10163112348000,10168092328000
2,1,10166892347000,10171812330000
2,1,10170622327000,10175572339000
2,1,10174362348000,10179322339000
2,1,10178122327000,10183092328000
2,1,10181892347000,10186812360000
2,1,10185642347000,10190572339000
2,1,10189362379000,10194342328000
2,1,10193142347000,10198072339000
2,1,10196872297000,10201852338000
2,1,10200642347000,10205572339000
2,1,10204362379000,10209342328000
2,1,10208142347000,10213072370000
2,1,10211862409000,10216822339000
2,1,10215622327000,10220572339000
2,1,10219372358000,10224342328000
2,1,10223142347000,10228072339000
2,1,10226862348000,10231842328000
2,1,10230642347000,10235572339000
2,1,10234362348000,10239342328000
2,1,10238142347000,10243072370000
2,1,10241862348000,10246842298000
2,1,10245642316000,10250572339000
2,1,10249362348000,10254342328000
2,1,10253142255000,10258072339000
2,1,10256872327000,10261842328000
2,1,10260642347000,10265572339000
2,1,10264362348000,10269342328000
2,1,10268122327000,10273062330000
2,1,10271862348000,10276812330000
2,1,10275612348000,10280572370000
2,1,10279372327000,10284342328000
2,1,10283122327000,10288092328000
2,1,10286892347000,10291842451000
2,1,10290642347000,10295572339000
2,1,10294372297000,10299332288000
2,1,10298122327000,10303092328000
2,1,10301892347000,10306822339000
2,1,10305622327000,10310562330000
2,1,10309372327000,10314312330000
2,1,10313112348000,10318072339000
2,1,10316872327000,10321822339000
2,1,10320622327000,10325592328000
2,1,10324372327000,10329342328000
2,1,10328142377000,10333072339000
2,1,10331872327000,10336842328000
2,1,10335642347000,10340562330000
2,1,10339392316000,10344312604000
2,1,10343112379000,10348062330000
2,1,10346842298000,10351822339000
2,1,10350612348000,10355592298000
2,1,10354372327000,10359312330000
2,1,10358112348000,10363092328000
2,1,10361892347000,10366822339000
2,1,10365612348000,10370572339000
2,1,10369372327000,10374322339000
2,1,10373122327000,10378092298000
3,5,100834681647000,100839641608000
3,5,100838441505000,100843401679000
3,5,100842201545000,100847121558000
3,5,100845951606000,100850881476000
3,5,100849681495000,100854651557000
3,5,100853441535000,100858371528000
3,5,100857171546000,100862131507000
3,5,100860931556000,100865891639000
3,5,100864691810000,100869651496000
3,5,100868451514000,100873381507000
3,5,100872171577000,100877121497000
3,5,100875921851000,100880901496000
3,5,100879701514000,100884641608000
3,5,100883431647000,100888381507000
3,5,100887181617000,100892151404000
3,5,100890951667000,100895903571000
3,5,100894701514000,100899621436000
3,5,100898421485000,100903391517000
3,5,100902181525000,100907151465000
3,5,100905951484000,100910881568000
3,5,100909671516000,100914651435000
3,5,100913451453000,100918381507000
3,5,100917181525000,100922141639000
3,5,100920941718000,100925901343000
3,5,100924701514000,100929621497000
3,5,100928421516000,100933391639000
3,5,100932191474000,100937151404000
3,5,100935951392000,100940901465000
3,5,100939701484000,100944621497000
3,5,100943421516000,100948341712000
3,5,100947181525000,100952141608000
3,5,100950941596000,100955891639000
3,5,100954691596000,100959641761000
3,5,100958431617000,100963391639000
3,5,100962181647000,100967131599000
3,5,100965951484000,100970891517000
3,5,100969691505000,100974621528000
3,5,100973451453000,100978391852000
3,5,100977181525000,100982131660000
3,5,100980931525000,100985901496000
3,5,100984701484000,100989631507000
3,5,100988431464000,100993391608000
3,5,100992191566000,100997151465000
3,5,100995951423000,101000871528000
3,5,100999671516000,101004631507000
3,5,101003431525000,101008391608000
3,5,101007191596000,101012151496000
3,5,101010951606000,101015871497000
3,5,101014701514000,101019641517000
3,5,101018441291000,101023401465000
3,5,101022201636000,101027121497000
3,5,101025921516000,101030871497000
3,5,101029671516000,101034631629000
3,5,101033431495000,101038371650000
3,5,101037171516000,101042131476000
3,5,101040931647000,101045901588000
3,5,101044701545000,101049651465000
3,5,101048451484000,101053401588000
3,5,101052181464000,101057151496000
3,5,101055921485000,101060881660000
3,5,101059681678000,101064641517000
3,5,101063441627000,101068401588000
3,5,101067201636000,101072131599000
3,5,101070921546000,101075891517000
3,5,101074691505000,101079651618000
3,5,101078451606000,101083401618000
3,5,101082201636000,101087131354000
3,5,101085931495000,101090891517000
3,5,101089691505000,101094651588000
3,5,101093451636000,101098371467000
3,5,101097171668000,101102121589000
3,5,101100921638000,101105901465000
3,5,101104701514000,101109621528000
3,5,101108421729000,101113391486000
3,5,101112181678000,101117151465000
3,5,101115951514000,101120881538000
3,5,101119671638000,101124641639000
3,5,101123441505000,101128401527000
3,5,101127201514000,101132131507000
3,5,101130931525000,101135891486000
3,5,101134691474000,101139651465000
3,5,101138451728000,101143381599000
3,5,101142181769000,101147141517000
3,5,101145941505000,101150871467000
3,5,101149671943000,101154651465000
3,5,101153451484000,101158371497000
3,5,101157211280000,101162131629000
3,5,101160931647000,101165891578000
3,1,101238841621000,101243821509000
3,1,101242631476000,101247551704000
3,1,101246381599000,101251341468000
3,1,101250131446000,101255091407000
3,1,101253871497000,101258821509000
3,1,101257621497000,101262557136000
3,1,101261356391000,101266341621000
3,1,101265131507000,101270121345000
3,1,101268861518000,101273841621000
3,1,101272601661000,101277591529000
3,1,101276381721000,101281321479000
3,1,101280121467000,101285061469000
3,1,101283931312000,101288831489000
3,1,101287631476000,101292561439000
3,1,101291361548000,101296321509000
3,1,101295121619000,101300081611000
3,1,101298881599000,101303821509000
3,1,101302611487000,101307571448000
3,1,101306361640000,101311321540000
3,1,101310121497000,101315091590000
3,1,101313881599000,101318811500000
3,1,101317611396000,101322571448000
3,1,101321371619000,101326341590000
3,1,101325131629000,101330061622000
3,1,101328861518000,101333821509000
3,1,101332701392000,101337581519000
3,1,101336381599000,101341321479000
3,1,101340121528000,101345081519000
3,1,101343881476000,101348841468000
3,1,101347641517000,101352581519000
3,1,101351371497000,101356311469000
3,1,101355111457000,101360081489000
3,1,101358881507000,101363813850000
3,1,101362612678000,101367581855000
3,1,101366381751000,101371341590000
3,1,101370121619000,101375081519000
3,1,101373871619000,101378811561000
3,1,101377611457000,101382591590000
3,1,101381431312000,101386321632000
3,1,101385111579000,101390081519000
3,1,101388871467000,101393841590000
3,1,101392641730000,101397571632000
3,1,101396381476000,101401331611000
3,1,101400133582000,101405061500000
3,1,101403861548000,101408821540000
3,1,101407621528000,101412591651000
3,1,101411391608000,101416331580000
3,1,101415131476000,101420091498000
3,1,101418851478000,101423821509000
3,1,101422611823000,101427561622000
3,1,101426361640000,101431321509000
3,1,101430122016000,101435051490000
3,1,101433891547000,101438811530000
3,1,101437611701000,101442584052000
3,1,101441371619000,101446311622000
3,1,101445111640000,101450091682000
3,1,101448871467000,101453841743000
3,1,101452601539000,101457561469000
3,1,101456361640000,101461331489000
3,1,101460131568000,101465091529000
3,1,101463891608000,101468812018000
3,1,101467611518000,101472581641000
3,1,101471371619000,101476321509000
3,1,101475121497000,101480081489000
3,1,101478881629000,101483816108000
3,1,101482611518000,101487571509000
3,1,101486371619000,101491311530000
3,1,101490116187000,101495091559000
3,1,101493891608000,101498831489000
3,1,101497611487000,101502561500000
3,1,101501363196000,101506311500000
3,1,101505131629000,101510061622000
3,1,101508861640000,101513821509000
3,1,101512621589000,101517584174000
3,1,101516381599000,101521331641000
3,1,101520121558000,101525061622000
3,1,101523891730000,101528801887000
3,1,101527641639000,101532572486000
3,1,101531361518000,101536341529000
3,1,101535131629000,101540081611000
3,1,101538871619000,101543831580000
3,1,101542631446000,101547562049000
3,1,101546361579000,101551321601000
3,1,101550121467000,101555081641000
3,1,101553871619000,101558823798000
3,1,101557621528000,101562571632000
3,1,101561361610000,101566341498000
3,1,101565131599000,101570071906000
3,1,101568871497000,101573831611000
3,1,101572631721000,101577581641000
